github_path,provenance_category,canonical_source_path,canonical_source_sha256,github_sha256,hash_match,reason_for_derivation,size_bytes,purpose
dataset_metadata/pingan_fixed_70_30_counts.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/02_dataset_metadata/pingan_fixed_70_30_counts.csv,dcf35bb3ee386fcf6b5dc1b5cc01758657c2e515987607bdb1ba446ddd28c473,dcf35bb3ee386fcf6b5dc1b5cc01758657c2e515987607bdb1ba446ddd28c473,TRUE,,295,"Dataset metadata: class mappings, counts, imbalance ratios"
dataset_metadata/pingan_frequency_groups.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/02_dataset_metadata/pingan_frequency_groups.csv,fa553eab36f5a3ca33ecf5a640534b0e1b9a8a747fc3ab970018ad0d110dcbd3,fa553eab36f5a3ca33ecf5a640534b0e1b9a8a747fc3ab970018ad0d110dcbd3,TRUE,,418,"Dataset metadata: class mappings, counts, imbalance ratios"
dataset_metadata/pingan_official_class_counts.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/02_dataset_metadata/pingan_official_class_counts.csv,75b3c171dfc50d5a2c66545ec735773f77d7f2f6cab6af3908fe734bb244cf7e,75b3c171dfc50d5a2c66545ec735773f77d7f2f6cab6af3908fe734bb244cf7e,TRUE,,260,"Dataset metadata: class mappings, counts, imbalance ratios"
dataset_metadata/public_split_protocol_summary.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/02_dataset_metadata/public_split_protocol_summary.csv,9008fd166b9222dcafa5b339df9b4ae8c5bb9f2e8ffe59b75d806cc8be92094b,9008fd166b9222dcafa5b339df9b4ae8c5bb9f2e8ffe59b75d806cc8be92094b,TRUE,,180,"Dataset metadata: class mappings, counts, imbalance ratios"
dataset_metadata/qingyun_fixed_70_30_counts.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/02_dataset_metadata/qingyun_fixed_70_30_counts.csv,2118683b6bd21ea82876b9e095c78a27de6183dfb935e5e4fc13f30e8e89f184,2118683b6bd21ea82876b9e095c78a27de6183dfb935e5e4fc13f30e8e89f184,TRUE,,218,"Dataset metadata: class mappings, counts, imbalance ratios"
dataset_metadata/qingyun_frequency_groups.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/02_dataset_metadata/qingyun_frequency_groups.csv,9c01c5ad8c72b764e1a04045b5a6e7c0c1f04b04212de867c7af92aa5c81af3b,9c01c5ad8c72b764e1a04045b5a6e7c0c1f04b04212de867c7af92aa5c81af3b,TRUE,,308,"Dataset metadata: class mappings, counts, imbalance ratios"
dataset_metadata/qingyun_official_class_counts.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/02_dataset_metadata/qingyun_official_class_counts.csv,1f9b3522405e4c2991b7212fedbab6aa769e89fe016b4503d3c11aeee15b95f9,1f9b3522405e4c2991b7212fedbab6aa769e89fe016b4503d3c11aeee15b95f9,TRUE,,192,"Dataset metadata: class mappings, counts, imbalance ratios"
dataset_metadata/tangdaowan_fixed_70_30_counts.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/02_dataset_metadata/tangdaowan_fixed_70_30_counts.csv,d2d658fa970106be3f51a6da523934606d9d82dfd5deb47478aa2a815bb36584,d2d658fa970106be3f51a6da523934606d9d82dfd5deb47478aa2a815bb36584,TRUE,,392,"Dataset metadata: class mappings, counts, imbalance ratios"
dataset_metadata/tangdaowan_frequency_groups.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/02_dataset_metadata/tangdaowan_frequency_groups.csv,580f83587ab45d45bde4e7436ac48305ab741f596fe2bd460fcb5ad9099a2b01,580f83587ab45d45bde4e7436ac48305ab741f596fe2bd460fcb5ad9099a2b01,TRUE,,567,"Dataset metadata: class mappings, counts, imbalance ratios"
dataset_metadata/tangdaowan_official_class_counts.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/02_dataset_metadata/tangdaowan_official_class_counts.csv,05212bb8384e6f45b31c4b929ff48d4b8546cf11cd85682b9ffdde53dac045d1,05212bb8384e6f45b31c4b929ff48d4b8546cf11cd85682b9ffdde53dac045d1,TRUE,,359,"Dataset metadata: class mappings, counts, imbalance ratios"
docs/BLACK_BOOK_FINAL_FIGURE_MANIFEST_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/12_black_book/BLACK_BOOK_FINAL_FIGURE_MANIFEST_v1.md,16de023301890350ef8a6599c99310af38b0eaed12391f6c7bb77b9d16ee2054,16de023301890350ef8a6599c99310af38b0eaed12391f6c7bb77b9d16ee2054,TRUE,,12247,"Approved figures, captions, placement"
docs/BLACK_BOOK_GOVERNANCE_TIMELINE_ADDENDUM_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/12_black_book/BLACK_BOOK_GOVERNANCE_TIMELINE_ADDENDUM_v1.md,9560c277bd8128a1a6d53518f5870babe81d8c3c468526f77890ecc308d79cf0,9560c277bd8128a1a6d53518f5870babe81d8c3c468526f77890ecc308d79cf0,TRUE,,4092,Governance timeline addendum
docs/BLACK_BOOK_PREWRITING_CHECKLIST_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/12_black_book/BLACK_BOOK_PREWRITING_CHECKLIST_v1.md,08c24baa5d2cd8dfc2c6dabf99f3f8e31309c7edc00c0b5beda0464392be6b4c,08c24baa5d2cd8dfc2c6dabf99f3f8e31309c7edc00c0b5beda0464392be6b4c,TRUE,,4656,Writing-time discipline checklist
docs/BLACK_BOOK_SOURCE_MAP_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/12_black_book/BLACK_BOOK_SOURCE_MAP_v1.md,14f7b0be2d1dbfa72cf7a0645d45398551dc2642f4541a93e3bbbba64d805738,14f7b0be2d1dbfa72cf7a0645d45398551dc2642f4541a93e3bbbba64d805738,TRUE,,9024,Chapter-to-evidence map
docs/ExperimentB_Novelty_Strengthened_Findings_v2.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/ExperimentB_Novelty_Strengthened_Findings_v2.md,14e03d8f9c68451ee70e18915849871ef0a956c0bad0ecfcf6f7c25d3e9516b3,14e03d8f9c68451ee70e18915849871ef0a956c0bad0ecfcf6f7c25d3e9516b3,TRUE,,4689,Frozen findings narrative (Notebook 06B)
docs/FINAL_BLACK_BOOK_READINESS_AUDIT_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/10_final_qa/FINAL_BLACK_BOOK_READINESS_AUDIT_v1.md,efaff5dcb01a13d72a3ce52df64c151ec7ab33551ae4e664dd112f6ada85ecda,efaff5dcb01a13d72a3ce52df64c151ec7ab33551ae4e664dd112f6ada85ecda,TRUE,,8502,Self-assessment scorecard and honest appraisal
docs/FINAL_CLAIM_BOUNDARIES_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/12_black_book/FINAL_CLAIM_BOUNDARIES_v1.md,9f9dfa01d9f40250a091870a025f0fc9fc62ae49cffa71a75b73c240689e70c2,9f9dfa01d9f40250a091870a025f0fc9fc62ae49cffa71a75b73c240689e70c2,TRUE,,7978,Binding list of supported and prohibited claims
docs/LTLC_THESIS_UNDERSTANDING_GUIDE_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/12_black_book/LTLC_THESIS_UNDERSTANDING_GUIDE_v1.md,ce56f501ea0550d97f34f9973cd0239690ed6495ba8c7a2124112cddc97c4403,ce56f501ea0550d97f34f9973cd0239690ed6495ba8c7a2124112cddc97c4403,TRUE,,108472,Full plain-language + technical explanation of the study (29 sections)
docs/THESIS_PROTOCOL_GOVERNANCE_PARAGRAPH_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/12_black_book/THESIS_PROTOCOL_GOVERNANCE_PARAGRAPH_v1.md,b52f533eef67e3b98f64bbeed30414bcd5b70434ab65dd3d2fa079b50d07c5f3,b52f533eef67e3b98f64bbeed30414bcd5b70434ab65dd3d2fa079b50d07c5f3,TRUE,,4486,Approved official-test governance disclosure text
experiments/CHECKPOINT_PROVENANCE_NOTE_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/06_experiment_b/CHECKPOINT_PROVENANCE_NOTE_v1.md,a034a25cbe94aaf264a65fd22431357c078f9d5e708c5689d8964ced894feaec,a034a25cbe94aaf264a65fd22431357c078f9d5e708c5689d8964ced894feaec,TRUE,,1966,"Experiment-B run ledger, closing audit, validation summaries"
experiments/LTLC_Notebook06A_ExperimentB_36of36_FINAL_CLOSING_AUDIT_v1.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/06_experiment_b/LTLC_Notebook06A_ExperimentB_36of36_FINAL_CLOSING_AUDIT_v1.json,2a24fdbaba212890443413c39e2873b29862e4810dda91a2ed5879a7b6d59768,2a24fdbaba212890443413c39e2873b29862e4810dda91a2ed5879a7b6d59768,TRUE,,4637,"Experiment-B run ledger, closing audit, validation summaries"
experiments/LTLC_Notebook06A_ExperimentB_36of36_FINAL_CLOSING_AUDIT_v1__SHA256.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/06_experiment_b/LTLC_Notebook06A_ExperimentB_36of36_FINAL_CLOSING_AUDIT_v1__SHA256.txt,2ab5de3776e6476421014d1e968592539aafa571e09473f3705eb48f13acd2ae,2ab5de3776e6476421014d1e968592539aafa571e09473f3705eb48f13acd2ae,TRUE,,615,"Experiment-B run ledger, closing audit, validation summaries"
experiments/LTLC_Notebook06A_ExperimentB_36of36_FINAL_RUN_LEDGER_v1.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/06_experiment_b/LTLC_Notebook06A_ExperimentB_36of36_FINAL_RUN_LEDGER_v1.csv,6335262b572a389a33c26b877c7c7f785934bee1ab53844f8fa6b5f61848b07d,6335262b572a389a33c26b877c7c7f785934bee1ab53844f8fa6b5f61848b07d,TRUE,,12421,"Experiment-B run ledger, closing audit, validation summaries"
experiments/LTLC_Notebook06A_ExperimentB_ALL36_VALIDATION_RUNS_v1.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/06_experiment_b/LTLC_Notebook06A_ExperimentB_ALL36_VALIDATION_RUNS_v1.csv,6121a9fbfd7adc687f9710fecd7624b4fabdcc3947203e9f61534819255c3561,6121a9fbfd7adc687f9710fecd7624b4fabdcc3947203e9f61534819255c3561,TRUE,,19200,"Experiment-B run ledger, closing audit, validation summaries"
experiments/LTLC_Notebook06A_ExperimentB_RESULTS_CONSOLIDATION_v1.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/06_experiment_b/LTLC_Notebook06A_ExperimentB_RESULTS_CONSOLIDATION_v1.json,7dde069254a94582a0e3a0c590d5144c8918fc3c68b65f32a03ba16df2477d56,7dde069254a94582a0e3a0c590d5144c8918fc3c68b65f32a03ba16df2477d56,TRUE,,4475,"Experiment-B run ledger, closing audit, validation summaries"
experiments/LTLC_Notebook06A_ExperimentB_RESULTS_CONSOLIDATION_v1__SHA256.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/06_experiment_b/LTLC_Notebook06A_ExperimentB_RESULTS_CONSOLIDATION_v1__SHA256.txt,26806755f81b2f3e10e0e2d4089ba4732ce1e4e779a43146dbe6e87a89a3229b,26806755f81b2f3e10e0e2d4089ba4732ce1e4e779a43146dbe6e87a89a3229b,TRUE,,467,"Experiment-B run ledger, closing audit, validation summaries"
experiments/LTLC_Notebook06A_ExperimentB_SELECTED30_VALIDATION_RUNS_v1.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/06_experiment_b/LTLC_Notebook06A_ExperimentB_SELECTED30_VALIDATION_RUNS_v1.csv,5b2dab813d4545d8960c2c9f7176f3323e04f285ee0d77e5d1c857cd7968e29e,5b2dab813d4545d8960c2c9f7176f3323e04f285ee0d77e5d1c857cd7968e29e,TRUE,,16019,"Experiment-B run ledger, closing audit, validation summaries"
experiments/LTLC_Notebook06A_ExperimentB_VALIDATION_MEAN_STD_v1.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/06_experiment_b/LTLC_Notebook06A_ExperimentB_VALIDATION_MEAN_STD_v1.csv,de07631b4f1fb4380d85b3fea5fe880a08e0d9ace06f9f2eddd13ded6e132d7b,de07631b4f1fb4380d85b3fea5fe880a08e0d9ace06f9f2eddd13ded6e132d7b,TRUE,,2647,"Experiment-B run ledger, closing audit, validation summaries"
experiments/LTLC_Notebook06A_ExperimentB_VALIDATION_SUMMARY_TABLE_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/06_experiment_b/LTLC_Notebook06A_ExperimentB_VALIDATION_SUMMARY_TABLE_v1.md,daf365de9ac9627851bcd363bd39f3c95e0569be49954910e522230c51b29974,daf365de9ac9627851bcd363bd39f3c95e0569be49954910e522230c51b29974,TRUE,,1821,"Experiment-B run ledger, closing audit, validation summaries"
experiments/baseline_selection.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/06_experiment_b/baseline_selection.csv,c134bf86fc46a2b7dd1718ab4fd5590ac14d7b24191035ceb29dc812f9df7044,c134bf86fc46a2b7dd1718ab4fd5590ac14d7b24191035ceb29dc812f9df7044,TRUE,,2028,"Experiment-B run ledger, closing audit, validation summaries"
experiments/official_test/BLACK_BOOK_REPRODUCIBILITY_NOTE_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/08_official_test/BLACK_BOOK_REPRODUCIBILITY_NOTE_v1.md,7fef178044eb1514d8b73dc25241282f481ee00da723f502fbb8653d9278cba0,7fef178044eb1514d8b73dc25241282f481ee00da723f502fbb8653d9278cba0,TRUE,,5407,"One-time official-test result, run log, verification"
experiments/official_test/OFFICIAL_TEST_RUN_LOG.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/08_official_test/OFFICIAL_TEST_RUN_LOG.md,b708a6aad7252779857abe9bd28fe68fd463ced0792494a01798be7a4c4e0a30,b708a6aad7252779857abe9bd28fe68fd463ced0792494a01798be7a4c4e0a30,TRUE,,3985,"One-time official-test result, run log, verification"
experiments/official_test/OFFICIAL_TEST_TECHNICAL_VERIFICATION_v1.md,DERIVED_PUBLIC_SANITIZED_COPY,CSE498/LTLC_BLACKBOOK_FINAL/08_official_test/OFFICIAL_TEST_TECHNICAL_VERIFICATION_v1.md,f51219ba43b041d9f891c2b0b06a88429addbe6db69a7049e780311c6fdd8d8a,3eba9b57c96803d3f9e2bb3bce9892565e5b6283a6a8b064286c93cc710fb63f,N/A (derived),"Replaced two absolute local Windows paths with <LOCAL_PROJECT_ROOT>/... to avoid publishing a machine username. No scientific value, hash, timestamp, conclusion or finding changed.",19028,"One-time official-test result, run log, verification"
experiments/official_test/official_test_confirmation_results.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/08_official_test/official_test_confirmation_results.json,a492833cacb53f4318ecde8a30fb3898936ef40a85570b5fdc3906697d16955a,a492833cacb53f4318ecde8a30fb3898936ef40a85570b5fdc3906697d16955a,TRUE,,5239,"One-time official-test result, run log, verification"
posthoc/LTLC_Notebook06B_ExperimentB_Calibration_Parameters_v1.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/LTLC_Notebook06B_ExperimentB_Calibration_Parameters_v1.csv,9c8cc4ade923f67f7d6e646069f9679d213f34b65a84b9a4889bde990764dda1,9c8cc4ade923f67f7d6e646069f9679d213f34b65a84b9a4889bde990764dda1,TRUE,,4168,Frozen post-hoc recognition / calibration artifact
posthoc/LTLC_Notebook06B_ExperimentB_Final_Validation_MeanStd_v1.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/LTLC_Notebook06B_ExperimentB_Final_Validation_MeanStd_v1.csv,4561cc3ec9d184855fbeed3270999a06b0f2c5be0238f8eb2162c94f07274b65,4561cc3ec9d184855fbeed3270999a06b0f2c5be0238f8eb2162c94f07274b65,TRUE,,7229,Frozen post-hoc recognition / calibration artifact
posthoc/LTLC_Notebook06B_ExperimentB_Final_Validation_Results_v1.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/LTLC_Notebook06B_ExperimentB_Final_Validation_Results_v1.csv,dac4c7fe0daf0153df46e56af0f1f319407877252e8a6ccceb59592a71151bb3,dac4c7fe0daf0153df46e56af0f1f319407877252e8a6ccceb59592a71151bb3,TRUE,,11007,Frozen post-hoc recognition / calibration artifact
posthoc/LTLC_Notebook06B_ExperimentB_Posthoc_Recognition_Freeze_v1.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/LTLC_Notebook06B_ExperimentB_Posthoc_Recognition_Freeze_v1.json,0fe8f75a46bc60b5776d80f26f4e76b5ebd1ea6881de0649cdda11884f042366,0fe8f75a46bc60b5776d80f26f4e76b5ebd1ea6881de0649cdda11884f042366,TRUE,,4964,Frozen post-hoc recognition / calibration artifact
posthoc/LTLC_Notebook06B_ExperimentB_Posthoc_Recognition_Freeze_v1__SHA256.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/LTLC_Notebook06B_ExperimentB_Posthoc_Recognition_Freeze_v1__SHA256.txt,6616e6eb02d7c6c7076220111615db5b8eaa105c3de21664a9c98d9b6b2c80c1,6616e6eb02d7c6c7076220111615db5b8eaa105c3de21664a9c98d9b6b2c80c1,TRUE,,388,Frozen post-hoc recognition / calibration artifact
posthoc/LTLC_Notebook06B_ExperimentB_Posthoc_Recognition_Grid_v1.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/LTLC_Notebook06B_ExperimentB_Posthoc_Recognition_Grid_v1.csv,157f80647e4ff2097e0a9a5f09cebe93f595c4e1702f4d42c2c3a892b94db4b3,157f80647e4ff2097e0a9a5f09cebe93f595c4e1702f4d42c2c3a892b94db4b3,TRUE,,70183,Frozen post-hoc recognition / calibration artifact
posthoc/LTLC_Notebook06B_ExperimentB_Posthoc_Selected_Recognition_v1.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/LTLC_Notebook06B_ExperimentB_Posthoc_Selected_Recognition_v1.csv,46fd58df46f6bf8a96897434bcde6dbd9098660da92e374fb7412fd1faf0719f,46fd58df46f6bf8a96897434bcde6dbd9098660da92e374fb7412fd1faf0719f,TRUE,,4980,Frozen post-hoc recognition / calibration artifact
posthoc/LTLC_Notebook06B_ExperimentB_Terminal_Scientific_Decision_v1__SHA256.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/LTLC_Notebook06B_ExperimentB_Terminal_Scientific_Decision_v1__SHA256.txt,a10d48aaf9c8ad6039201fc6c8057110be138fa296410e8a37aa6d33095c970e,a10d48aaf9c8ad6039201fc6c8057110be138fa296410e8a37aa6d33095c970e,TRUE,,511,Frozen post-hoc recognition / calibration artifact
posthoc/README_DERIVATION_SOURCES.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/README_DERIVATION_SOURCES.md,1e2ce438dbb4e0eb75837953d4294930755f0c4d960fb6239bf6419f53320666,1e2ce438dbb4e0eb75837953d4294930755f0c4d960fb6239bf6419f53320666,TRUE,,1537,Frozen post-hoc recognition / calibration artifact
posthoc/Table_Calibration_Tradeoff_v2.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/Table_Calibration_Tradeoff_v2.csv,a9194058705f7357cc9140ddf784632b06522f7880be688213dfeae500453301,a9194058705f7357cc9140ddf784632b06522f7880be688213dfeae500453301,TRUE,,1451,Frozen post-hoc recognition / calibration artifact
posthoc/Table_ClassLevel_Mechanism_Summary_v2.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/Table_ClassLevel_Mechanism_Summary_v2.csv,c49529499699f40d5022fb435b32dca04abd534a73af1c4e00f30ba98583542d,c49529499699f40d5022fb435b32dca04abd534a73af1c4e00f30ba98583542d,TRUE,,1882,Frozen post-hoc recognition / calibration artifact
posthoc/Table_LTLC_Parameter_Stability_v2.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/Table_LTLC_Parameter_Stability_v2.csv,8fc4199a6808704458ce5c605ea3f4c01c6837c202db7a198caf575e2a03e61d,8fc4199a6808704458ce5c605ea3f4c01c6837c202db7a198caf575e2a03e61d,TRUE,,869,Frozen post-hoc recognition / calibration artifact
posthoc/Table_Paired_Recognition_Deltas_MeanStd_v2.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/Table_Paired_Recognition_Deltas_MeanStd_v2.csv,ad8b6ff3eb55f960cda07a70e9fb1b4d91843829544cf6ca67c4624a588e5f5d,ad8b6ff3eb55f960cda07a70e9fb1b4d91843829544cf6ca67c4624a588e5f5d,TRUE,,410,Frozen post-hoc recognition / calibration artifact
posthoc/Table_Paired_Recognition_Deltas_v2.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/Table_Paired_Recognition_Deltas_v2.csv,46a38cee046a0d2c25ff2c16c0cee2a2dd4dad77d39425ebe25435b3f42d1080,46a38cee046a0d2c25ff2c16c0cee2a2dd4dad77d39425ebe25435b3f42d1080,TRUE,,489,Frozen post-hoc recognition / calibration artifact
posthoc/Table_PerClass_Rarity_Difficulty_and_AdaptiveGain_v2.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/Table_PerClass_Rarity_Difficulty_and_AdaptiveGain_v2.csv,f019a0ae11c35b75e18c8011f90666185ccf7352a7250c27396ccdde5f268b74,f019a0ae11c35b75e18c8011f90666185ccf7352a7250c27396ccdde5f268b74,TRUE,,7931,Frozen post-hoc recognition / calibration artifact
posthoc/Table_R1_Beta_Profile_v2.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/Table_R1_Beta_Profile_v2.csv,86fe44d1d885fd417f75f7fff5ff22d165b3ca1f8306869695d97ee46c20eb8d,86fe44d1d885fd417f75f7fff5ff22d165b3ca1f8306869695d97ee46c20eb8d,TRUE,,459,Frozen post-hoc recognition / calibration artifact
posthoc/Table_Rarity_Mechanism_Descriptive_Correlations_v2.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/07_posthoc/Table_Rarity_Mechanism_Descriptive_Correlations_v2.csv,192e07dab9c2039bb1805171ec24c53feeb5bd3d999d59d1462e19d1ec7bbd00,192e07dab9c2039bb1805171ec24c53feeb5bd3d999d59d1462e19d1ec7bbd00,TRUE,,381,Frozen post-hoc recognition / calibration artifact
preprocessing/canonical_patch_manifest.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/03_preprocessing/canonical_patch_manifest.json,a2bed8afdc3bf2f421174b4bc293f216a204f8ee8317e95a3ad73a1d20c1ed5d,a2bed8afdc3bf2f421174b4bc293f216a204f8ee8317e95a3ad73a1d20c1ed5d,TRUE,,1975,"Frozen preprocessing audit: PCA, patch geometry, normalization, hashes"
preprocessing/notebook02_master_preprocessing_audit.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/03_preprocessing/notebook02_master_preprocessing_audit.json,70ec30a3a98c0943082d82d539cee78b00bc6acc1a38b4031ceae72505f7f32a,70ec30a3a98c0943082d82d539cee78b00bc6acc1a38b4031ceae72505f7f32a,TRUE,,3027,"Frozen preprocessing audit: PCA, patch geometry, normalization, hashes"
preprocessing/notebook02_preprocessing_summary.csv,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/03_preprocessing/notebook02_preprocessing_summary.csv,328026a0243ebdd2c4667c30bc7d53662781243158a892f3ac0927d90f0d7b8d,328026a0243ebdd2c4667c30bc7d53662781243158a892f3ac0927d90f0d7b8d,TRUE,,1004,"Frozen preprocessing audit: PCA, patch geometry, normalization, hashes"
